Local Body Code,Local Body Name,Local Body Type,"District Level
Parent Name
","Intermediate Level
Parent Name",Ward Code,"Ward
Number","Ward Name
(In English)
","Ward Name
(In Local)
"
261209,South Kadamtala,Village Panchayat,North Tripura,Kadamtala,767909,2,South Kadamtala II East Bargul,?????? ?????? II
261209,South Kadamtala,Village Panchayat,North Tripura,Kadamtala,767910,3,South Kadamtala III East Kadamtala,?????? ?????? III
261209,South Kadamtala,Village Panchayat,North Tripura,Kadamtala,767911,4,South Kadamtala IV Madhya Side of South Kadamtala,?????? ?????? IV
261209,South Kadamtala,Village Panchayat,North Tripura,Kadamtala,767912,5,South Kadamtala V South Side of South Kadamtala,?????? ?????? V
261209,South Kadamtala,Village Panchayat,North Tripura,Kadamtala,767913,6,South Kadamtala VI North Side of South Kadamtala,?????? ?????? VI
104022,Tarakpur,Village Panchayat,North Tripura,Kadamtala,768509,1,Tarakpur I West Part of Mohanteki,??????? I
104022,Tarakpur,Village Panchayat,North Tripura,Kadamtala,768510,2,Tarakpur II East Part of Mohanteki,??????? II
104022,Tarakpur,Village Panchayat,North Tripura,Kadamtala,768511,3,Tarakpur III North Tarakpur,??????? III
104022,Tarakpur,Village Panchayat,North Tripura,Kadamtala,768512,4,Tarakpur IV North Part of South Tarakpur,??????? IV
104022,Tarakpur,Village Panchayat,North Tripura,Kadamtala,768513,5,Tarakpur V North Rajnagar,??????? V
104022,Tarakpur,Village Panchayat,North Tripura,Kadamtala,768514,6,Tarakpur VI North Part of Gangarjal,??????? VI
261213,Algapur,Village Panchayat,North Tripura,Kalacherra,764647,1,Algapur I Part of North Algapur North side of Algapur road,??????? I
261213,Algapur,Village Panchayat,North Tripura,Kalacherra,764648,2,Algapur II East Part of South Algapur Part,??????? II
261213,Algapur,Village Panchayat,North Tripura,Kalacherra,764649,3,Algapur III West Part of South Algapur Part and Madhya Baruakandi South Part of PWD Road and Mucha Tilla,??????? III
261213,Algapur,Village Panchayat,North Tripura,Kalacherra,764650,4,Algapur IV Homeless Colony Part South Part of Algapur Road Bagantilla,??????? IV
261213,Algapur,Village Panchayat,North Tripura,Kalacherra,764651,5,Algapur V North Part of South Baruakandi Part Lalcherra,??????? V
261213,Algapur,Village Panchayat,North Tripura,Kalacherra,764652,6,Algapur VI Mission Tilla,??????? VI
261213,Algapur,Village Panchayat,North Tripura,Kalacherra,764653,7,Algapur VII Seulal Para of South Baruakandi,??????? VII
104000,Baruakandi,Village Panchayat,North Tripura,Kalacherra,764593,1,Baruakandi I West Part of Bisgharcolloni,??????????? I
104000,Baruakandi,Village Panchayat,North Tripura,Kalacherra,764594,2,Baruakandi II East Part of Bisgharcolloni Indira Colloni,??????????? II
104000,Baruakandi,Village Panchayat,North Tripura,Kalacherra,764595,3,Baruakandi III North Part of Copa Tilla Part,??????????? III
104000,Baruakandi,Village Panchayat,North Tripura,Kalacherra,764596,4,Baruakandi IV South Part of Kupa Tilla Part,??????????? IV
104000,Baruakandi,Village Panchayat,North Tripura,Kalacherra,764597,5,Baruakandi V Homeless Colony Part North Side of Algapur Baruakandi PWD Road,??????????? V
104000,Baruakandi,Village Panchayat,North Tripura,Kalacherra,764598,6,Baruakandi VI North Algapur Para and North Part of Madhya Baruakandi,??????????? VI
104001,Bhagyapur,Village Panchayat,North Tripura,Kalacherra,764548,1,Bhagyapur I Jalabazer,???????? I
104001,Bhagyapur,Village Panchayat,North Tripura,Kalacherra,764549,2,Bhagyapur II Bhagyapur South West Part Bhagyapur West,???????? II
104001,Bhagyapur,Village Panchayat,North Tripura,Kalacherra,764550,3,Bhagyapur III Middle Part of Bhagyapur Middle,???????? III
104001,Bhagyapur,Village Panchayat,North Tripura,Kalacherra,764551,4,Bhagyapur IV Sonararbasa,???????? IV
104001,Bhagyapur,Village Panchayat,North Tripura,Kalacherra,764552,5,Bhagyapur V Yeakubnagar,???????? V
104001,Bhagyapur,Village Panchayat,North Tripura,Kalacherra,764553,6,Bhagyapur VI South West Part of Bhagyapur Malakar Para,???????? VI
104001,Bhagyapur,Village Panchayat,North Tripura,Kalacherra,764554,7,Bhagyapur VII West Part of Bhagyapur South Bhagyapur South part,???????? VII
104004,Chandrapur,Village Panchayat,North Tripura,Kalacherra,764690,1,Chandrapur I North Part of West Chandrapur Part,????????? I
104004,Chandrapur,Village Panchayat,North Tripura,Kalacherra,764691,2,Chandrapur II South Part of West Chandrapur Part South Chandrapur,????????? II
104004,Chandrapur,Village Panchayat,North Tripura,Kalacherra,764692,3,Chandrapur III Sutradhar Para Part Haritela North Part,????????? III
104004,Chandrapur,Village Panchayat,North Tripura,Kalacherra,764693,4,Chandrapur IV Subhaspalli Malakar Para Part Madhya Chandrapur Nath Para and Bhatt Para Sutradharpara Part Haritela South Part,????????? IV
104004,Chandrapur,Village Panchayat,North Tripura,Kalacherra,764694,5,Chandrapur V Subhaspalli Malakar Para Part North Side of Malakar Para,????????? V
104004,Chandrapur,Village Panchayat,North Tripura,Kalacherra,764695,6,Chandrapur VI West Chandrapur Part North Chandrapur,????????? VI
104006,East Hurua,Village Panchayat,North Tripura,Kalacherra,764837,1,East Hurua I North Part of Nadiapur Part North Kalacherra,????? ?????? I
104006,East Hurua,Village Panchayat,North Tripura,Kalacherra,764838,2,East Hurua II South Part of Nadiapur Part Nadiapur and Chowdhury Para,????? ?????? II
104006,East Hurua,Village Panchayat,North Tripura,Kalacherra,764839,3,East Hurua III South East Part of Manipuripara Sabdakar Para,????? ?????? III
104006,East Hurua,Village Panchayat,North Tripura,Kalacherra,764840,4,East Hurua IV East Part of Golabasti Part,????? ?????? IV
104006,East Hurua,Village Panchayat,North Tripura,Kalacherra,764841,5,East Hurua V East Part of Nadiapur Part East Hurua,????? ?????? V
104006,East Hurua,Village Panchayat,North Tripura,Kalacherra,764842,6,East Hurua VI South West Part of Golabasti Part South West Shibnagar,????? ?????? VI
104006,East Hurua,Village Panchayat,North Tripura,Kalacherra,764843,7,East Hurua VII Middle Part of Manipuripara Part,????? ?????? VII
104008,Gobindapur,Village Panchayat,North Tripura,Kalacherra,764931,1,Gobindapur I North West Gobindapur,
104008,Gobindapur,Village Panchayat,North Tripura,Kalacherra,764932,2,Gobindapur II North East Gobindapur,
104008,Gobindapur,Village Panchayat,North Tripura,Kalacherra,764933,3,Gobindapur III North East Nadiapur Part North East Part,
104008,Gobindapur,Village Panchayat,North Tripura,Kalacherra,764934,4,Gobindapur IV South West Nadiapur,
104008,Gobindapur,Village Panchayat,North Tripura,Kalacherra,764935,5,Gobindapur V South East Gobindapur,
104008,Gobindapur,Village Panchayat,North Tripura,Kalacherra,764936,6,Gobindapur VI South West Gobindapur,
104009,Ichailalcherra,Village Panchayat,North Tripura,Kalacherra,86231,1,Ichailalcherra I North Ichailalcherra West Lalcherra,??????????? I
104009,Ichailalcherra,Village Panchayat,North Tripura,Kalacherra,766642,2,Ichailalcherra II Jalaibari,??????????? II
104009,Ichailalcherra,Village Panchayat,North Tripura,Kalacherra,766643,3,Ichailalcherra III South East Lalcherra Part East Part of East Ichailalcherra,??????????? III
104009,Ichailalcherra,Village Panchayat,North Tripura,Kalacherra,766644,4,Ichailalcherra IV South East Lalcherra Part East Ichailalcherra,??????????? IV
104009,Ichailalcherra,Village Panchayat,North Tripura,Kalacherra,766645,5,Ichailalcherra V Middle Part of Panighateast Para Madhya Lalcherra,??????????? V
104009,Ichailalcherra,Village Panchayat,North Tripura,Kalacherra,766646,6,Ichailalcherra VI South Lalcherra of Panighateast Para Part,??????????? VI
104013,Laxminagar,Village Panchayat,North Tripura,Kalacherra,766823,1,Laxminagar I Paschim Laxminagar,?????????? I
104013,Laxminagar,Village Panchayat,North Tripura,Kalacherra,766824,2,Laxminagar II Cowtilla,?????????? II
104013,Laxminagar,Village Panchayat,North Tripura,Kalacherra,766825,3,Laxminagar III Purba Laxminagar Part Karimpara and Kumarpara,?????????? III
104013,Laxminagar,Village Panchayat,North Tripura,Kalacherra,766826,4,Laxminagar IV South Part of Purba Laxminagar Part Harintilla,?????????? IV
104013,Laxminagar,Village Panchayat,North Tripura,Kalacherra,766827,5,Laxminagar V East Part of Purba Laxminagar Part Kherenjuri,?????????? V
104013,Laxminagar,Village Panchayat,North Tripura,Kalacherra,766828,6,Laxminagar VI Challishdroine,?????????? VI
261214,Nadiapur Sanichara,Village Panchayat,North Tripura,Kalacherra,767121,1,Nadiapur Sanicherra I North East Nadiapur Part and East Part of Chandpur School Field North West Nadiapur North Side of Chandpur Para,???????? ??????? I
261214,Nadiapur Sanichara,Village Panchayat,North Tripura,Kalacherra,767122,2,Nadiapur Sanicherra II Chandpur Part Minority Para,???????? ??????? II
261214,Nadiapur Sanichara,Village Panchayat,North Tripura,Kalacherra,767123,3,Nadiapur Sanicherra III South East Part of Nadiapur East Side of Chandpur South Para and North Side of Joynagar,???????? ??????? III
261214,Nadiapur Sanichara,Village Panchayat,North Tripura,Kalacherra,767124,4,Nadiapur Sanicherra IV South Side of Joynasgar Part,???????? ??????? IV
261214,Nadiapur Sanichara,Village Panchayat,North Tripura,Kalacherra,767125,5,Nadiapur Sanicherra V Northern Side of Sanicherra Bazar Northern Part of Sanicherra NH Road to College Road and East Side of NH Road to Simul Tilla to Ichaicherra Monipuri Road,???????? ??????? V
261214,Nadiapur Sanichara,Village Panchayat,North Tripura,Kalacherra,767126,6,Nadiapur Sanicherra VI South East Part of Nadiapur East Side of Chandpur South Para East Side of NH Road North Ichaicherra and Adjacent to Sanicherra GP to Railline South West Nadiapur part,???????? ??????? VI
104014,North Hurua,Village Panchayat,North Tripura,Kalacherra,766917,1,North Hurua I Nama Para of Kalacherra Part,????? ?????? I
104014,North Hurua,Village Panchayat,North Tripura,Kalacherra,766918,2,North Hurua II East Kalacherra Bazar of Kalacherra part,????? ?????? II
104014,North Hurua,Village Panchayat,North Tripura,Kalacherra,766919,3,North Hurua III West Kalacherra of Kalacherra part,????? ?????? III
104014,North Hurua,Village Panchayat,North Tripura,Kalacherra,766920,4,North Hurua IV Malakarbasti Part Madhya Hurua,????? ?????? IV
104014,North Hurua,Village Panchayat,North Tripura,Kalacherra,766921,5,North Hurua V Malakarbasti Part Das Para,????? ?????? V
104014,North Hurua,Village Panchayat,North Tripura,Kalacherra,766922,6,North Hurua VI Malakarbasti Part Malakar Para,????? ?????? VI
104015,Pratyekroy,Village Panchayat,North Tripura,Kalacherra,766943,1,Pratyekroy I East west part of Ichaipar part West Ichaipar of Ichai Sonapur,?????????? I
104015,Pratyekroy,Village Panchayat,North Tripura,Kalacherra,766944,2,Pratyekroy II South Part of Baruakandi Ichai Baruakandi East Part of Ichair Par and East West Part of Ichaipar Part,?????????? II
104015,Pratyekroy,Village Panchayat,North Tripura,Kalacherra,766945,3,Pratyekroy III East Baruakandi Joypur Ichaijoypur Ichai Baruakandi Part,?????????? III
104015,Pratyekroy,Village Panchayat,North Tripura,Kalacherra,766946,4,Pratyekroy IV Middle Part of Pratyekroy Part,?????????? IV
104015,Pratyekroy,Village Panchayat,North Tripura,Kalacherra,766947,5,Pratyekroy V East Part of Pratyekroy Part,?????????? V
104015,Pratyekroy,Village Panchayat,North Tripura,Kalacherra,766948,6,Pratyekroy VI West Part of Kashimnagar Part West Part of Pratyekroy Part Icaikashimnagar part Icai Baruakandi Part and East Baruakand,?????????? VI
104015,Pratyekroy,Village Panchayat,North Tripura,Kalacherra,766949,7,Pratyekroy VII East Part of Kashimnagar Part,?????????? VII
104016,Raghna,Village Panchayat,North Tripura,Kalacherra,766985,1,Raghna I North Ragna,????? I
104016,Raghna,Village Panchayat,North Tripura,Kalacherra,766986,2,Raghna II East Ragna,????? II
104016,Raghna,Village Panchayat,North Tripura,Kalacherra,766987,3,Raghna III Madhya Ragna,????? III
104016,Raghna,Village Panchayat,North Tripura,Kalacherra,766988,4,Raghna IV Gachapur Bazar,????? IV
104016,Raghna,Village Panchayat,North Tripura,Kalacherra,766989,5,Raghna V North West Part of West Raghna Part,????? V
104016,Raghna,Village Panchayat,North Tripura,Kalacherra,766990,6,Raghna VI South West Part of West Raghna Part,????? VI
261212,Sakaibari,Village Panchayat,North Tripura,Kalacherra,764771,1,Sakaibari I West Sakaibari of North Sakaibari,?????????  I
261212,Sakaibari,Village Panchayat,North Tripura,Kalacherra,764772,2,Sakaibari II Madhya Sakaibari of South SakaiBari,?????????  II
261212,Sakaibari,Village Panchayat,North Tripura,Kalacherra,764773,3,Sakaibari III East Sakaibari South Side of Link Road from Bhatatacharjee Para Nath Para to Sutradhar Para,?????????  III
261212,Sakaibari,Village Panchayat,North Tripura,Kalacherra,764774,4,Sakaibari IV Nathpara and Bhatpara,?????????  IV
261212,Sakaibari,Village Panchayat,North Tripura,Kalacherra,764775,5,Sakaibari V North Sakaibari,?????????  V
261212,Sakaibari,Village Panchayat,North Tripura,Kalacherra,764776,6,Sakaibari VI Part of Hrishi Para,?????????  VI
104018,Sanicherra,Village Panchayat,North Tripura,Kalacherra,767041,1,Sanicharra I Middle Part of Sanicherra Bazar and Bazar Para,??????? I
104018,Sanicherra,Village Panchayat,North Tripura,Kalacherra,767043,2,Sanicherra II South Sanicherra Part and North Part of Chandrapur Part South Sanicherra Para,??????? II
104018,Sanicherra,Village Panchayat,North Tripura,Kalacherra,767045,3,Sanicherra III West Part of Sanicherra West Sanicherra Para,??????? III
104018,Sanicherra,Village Panchayat,North Tripura,Kalacherra,767046,4,Sanicherra IV North Part of South Sanicherra Part Coloney Para,??????? IV
104018,Sanicherra,Village Panchayat,North Tripura,Kalacherra,767047,5,Sanicherra V West Part of Sanicherra West Ett Khala Para,??????? V
104021,South Hurua,Village Panchayat,North Tripura,Kalacherra,767169,1,South Harua I Rangamati Manipuri Basti,?????? ?????? I
104021,South Hurua,Village Panchayat,North Tripura,Kalacherra,767170,2,South Harua II North Part of Hurua,?????? ?????? II
104021,South Hurua,Village Panchayat,North Tripura,Kalacherra,767171,3,South Harua III West Part of Hurua,?????? ?????? III
104021,South Hurua,Village Panchayat,North Tripura,Kalacherra,767172,4,South Harua IV Kumarpara of West Part of Hurua,?????? ?????? IV
104021,South Hurua,Village Panchayat,North Tripura,Kalacherra,767173,5,South Harua V South East Part of Sukanta Colony Part,?????? ?????? V
104021,South Hurua,Village Panchayat,North Tripura,Kalacherra,767174,6,South Hurua VI Lalbazer of Sukanta Colony Part,?????? ?????? VI
261215,West Ichailalcherra,Village Panchayat,North Tripura,Kalacherra,766700,1,West Ichailalcherra I North West Lalcherra Part of North Lalcherra,?????? ??????????? I
261215,West Ichailalcherra,Village Panchayat,North Tripura,Kalacherra,766701,2,West Ichailalcherra II Middle Part of North West Lalcherra Part Madhya West Lalcherra,?????? ??????????? II
261215,West Ichailalcherra,Village Panchayat,North Tripura,Kalacherra,766702,3,West Ichailalcherra III Lalcherra Bazer,?????? ??????????? III
261215,West Ichailalcherra,Village Panchayat,North Tripura,Kalacherra,766703,4,West Ichailalcherra IV South Part of Ichai Tulgaon Part,?????? ??????????? IV
261215,West Ichailalcherra,Village Panchayat,North Tripura,Kalacherra,766704,5,West Ichailalcherra V North Part of Ichai Tulgaon Part North Tulgaon,?????? ??????????? V
104045,Agnipasa,Village Panchayat,North Tripura,Panisagar,100894,1,Agnipasa I North Para of Agnipasa East,?????????  I
104045,Agnipasa,Village Panchayat,North Tripura,Panisagar,763673,2,Agnipasa II Madhya Para of Agnipasa,?????????  II
104045,Agnipasa,Village Panchayat,North Tripura,Panisagar,763674,3,Agnipasa III Harijan Colony,?????????  III
104045,Agnipasa,Village Panchayat,North Tripura,Panisagar,763675,4,Agnipasa IV Kumud Para of Panitilla,?????????  IV
104045,Agnipasa,Village Panchayat,North Tripura,Panisagar,763676,5,Agnipasa V Mukam Para of Agnipasa West,?????????  V
104047,Bilthai,Village Panchayat,North Tripura,Panisagar,106890,1,Bilthai I Lenin Colony of Bilthai Part Chandpur Part,????? I
104047,Bilthai,Village Panchayat,North Tripura,Panisagar,764196,2,Bilthai II Bilthai Bazar Para of North East Bilthai,????? II
104047,Bilthai,Village Panchayat,North Tripura,Panisagar,764197,3,Bilthai III Madhya Bilthai of Mazar Kandi,????? III
104047,Bilthai,Village Panchayat,North Tripura,Panisagar,764198,4,Bilthai IV Uttar Chandpur Part of Chandpur,????? IV
104047,Bilthai,Village Panchayat,North Tripura,Panisagar,764199,5,Bilthai V Madhya Chandpur part of Chandpur,????? V
104047,Bilthai,Village Panchayat,North Tripura,Panisagar,764200,6,Bilthai VI Dakshin Chandpur of Ujan Chandpur,????? VI
104049,Deocherra,Village Panchayat,North Tripura,Panisagar,111062,1,Deocherra I North East Part of Madhya Deocherra and North East Part of Madhya East Deocherra,??????? I
104049,Deocherra,Village Panchayat,North Tripura,Panisagar,763770,2,Deocherra II West part of Madhya Deocherra and West part of Madhya East Deocherra,??????? II
104049,Deocherra,Village Panchayat,North Tripura,Panisagar,763771,3,Deocherra III Middle Part of Madhya Deocherra and Middle part of Madhya East Deocherra,??????? III
104049,Deocherra,Village Panchayat,North Tripura,Panisagar,763772,4,Deocherra IV South West part of Madhya Deocherra and South West Part of Madhya East Deocherra,??????? IV
104049,Deocherra,Village Panchayat,North Tripura,Panisagar,763773,5,Deocherra V North Part of South Deocherra,??????? V
104049,Deocherra,Village Panchayat,North Tripura,Panisagar,763774,6,Deocherra VI South part of South Deocherra,??????? VI
261217,East Jalabasa,Village Panchayat,North Tripura,Panisagar,764317,1,East Jalabasa I Madhabpur,????? ??????? I
261217,East Jalabasa,Village Panchayat,North Tripura,Panisagar,764318,2,East Jalabasa II Nutan Colony,????? ??????? II
261217,East Jalabasa,Village Panchayat,North Tripura,Panisagar,764319,3,East Jalabasa III North Kunjanagar,????? ??????? III
